Sample.ID,Gender,Birthyear,Postcode,Region,Region.1,Weight,Height,Education.Level,Location.of.Birth
84779522b21b6fae5990e9cc873614351fbf491882db84660be4869d3e529edc,M,"[1975, 1995)",EH,Other,Scotland,48.9,1.71,BasicOther,Northern Hemisphere
f1dd23aa87c8c1566a2fc7f9977889cea432bf42a4304268b63063b7ea797cb0,M,"[1955, 1975)",E,England,Greater London,48.1,1.65,Higher,Northern Hemisphere
6837c5f45c46dc737c298bbe084d1437c9764aa5dd9b9545bdd651c16b321ef9,M,"[1955, 1975)",SA,Other,Wales,50.8,1.8,Higher,Northern Hemisphere
b76e423825727c5a3dece9973cc5e42de08a0583b14ed17a6c92ffe32d3fe540,F,"[1975, 1995)",NE,England,North East,65.1,1.78,BasicOther,Southern Hemisphere
6a923ac805fd81249695123d1653b78a303ff04952e3e4b99cc85eabca751312,F,"[1995, 2015)",M,England,North West,90.7,2.06,Higher,Southern Hemisphere
eb0da87fa7fcf6d3e9b6db6521d42435c79cffef74b90fdc19bf0e18869eca00,M,"[1955, 1975)",TN,England,South East,92.6,1.18,BasicOther,Northern Hemisphere
12e388f225baaedf01f222b46bcf7dedde219d002cd693c35109649a586c596a,F,"[1955, 1975)",LL,Other,Wales,87.6,1.83,BasicOther,Northern Hemisphere
90bbb380ea511ff5d2207ef3f72c13eb150b3dd29ac165e380ce2eef53414273,F,"[1955, 1975)",W,England,Greater London,81.9,1.26,BasicOther,Northern Hemisphere
a56fc3737018a5b38003b681598bef936d546cdf1bdefb91b56fa2fd695a4e24,F,"[1955, 1975)",G,Other,Scotland,49.7,1.55,Higher,Northern Hemisphere
a7fa44256962cd9176c38d0ae016b63237fc2153bdd841be76331df4c4a419b8,M,"[1955, 1975)",B,England,West Midlands,72.1,1.99,BasicOther,Southern Hemisphere
0ac644e00c6c729a1f5ecc2b426cf78abc0e38cffbb36f6fac957ff14bad420d,M,"[1975, 1995)",S,England,East Midlands,91.4,1.64,BasicOther,Southern Hemisphere
a2924bb89f0e558676a08e8357f7e6ea094e00288bfb7c8dd60cc477168d0e79,F,"[1975, 1995)",N,England,Greater London,86.5,1.94,BasicOther,Northern Hemisphere
bad83b41af4a09f17a4a90040dc8f5ffa100888e81cc93c2853bbd590fa8de99,M,"[1995, 2015)",N,England,Greater London,91.8,1.47,BasicOther,Northern Hemisphere
10d5b8911502e3c3c87f3b21561128911f4f8babd3524cfd476c67853e575133,M,"[1955, 1975)",SE,England,Greater London,83.4,1.94,Higher,Southern Hemisphere
34f40eacfda7c25aec4577d0d57bb9161af71a7f0f2675594e8c5d53aee3d712,M,"[1975, 1995)",DD,Other,Scotland,85.2,2.19,Higher,Northern Hemisphere
3de01ef9bb6529dd431d1e702016280e0c82cbd046e039c3b3ad5a17d758421d,M,"[1955, 1975)",AL,England,East of England,112.8,1.73,BasicOther,Northern Hemisphere
3226003efdc4804a901873d531170fbf3d00a6bc97f8367a7ab19b9dc169446f,M,"[1995, 2015)",M,England,North West,58.8,1.69,BasicOther,Southern Hemisphere
83543536541e69abf9570b502ef5fdd9649aba74a7e7f73de4f37304de1993dd,M,"[1975, 1995)",G,Other,Scotland,76.6,1.69,Higher,Northern Hemisphere
75c5a25734e65ef35f4d78cfbe20c104fea3411f41a3bf6d6a0ab54f3922c77a,F,"[1975, 1995)",W,England,Greater London,66.8,1.19,Higher,Northern Hemisphere
b57800dc1089ddf00e7c9ebf8b9a0064c14c10741dce7e454383e8bbaf2c0156,M,"[1995, 2015)",L,England,North West,82.3,1.68,BasicOther,Northern Hemisphere
607d3ab12c4876363f8e70a5f182059fc2f1a5238d2125f0eebd59146e3d8ee8,M,"[1955, 1975)",M,England,North West,87.5,1.57,Higher,Northern Hemisphere
d1971ddba5efadf64cc553a064f5cfd7862acaabff3868460ad74a56da05ceb8,M,"[1955, 1975)",CB,England,East of England,65.6,1.9,BasicOther,Southern Hemisphere
fc85cad884424db18fd5c2fa9efaa5fe1255ca36bf403bc400e74b911e433c25,M,"[1955, 1975)",GY,Other,Channel Islands,65.5,2.07,Higher,Northern Hemisphere
20481af24c61c8c06091b09672f16f37fe6c55efb829c719912765255d672302,F,"[1955, 1975)",AB,Other,Scotland,93.5,1.58,Higher,Southern Hemisphere
6e544410085757fd7215645efa8f8cd01c2d6077b0e715a624b7fecb60d96c8f,F,"[1975, 1995)",S,England,East Midlands,38.0,1.85,BasicOther,Northern Hemisphere
24821b4692e267e36265ac38b1572e769e2fbe08d0bd965160b86cc42a6e03ea,M,"[1955, 1975)",PL,England,South West,39.1,1.78,Higher,Southern Hemisphere
a41ce8858bd3b0614d0067cfc063e4f3e05240f0acff709bbb394c705b0d6ddc,F,"[1955, 1975)",ME,England,South East,82.7,2.05,BasicOther,Southern Hemisphere
56b4551a9a540c7373ce1fb41733fe4c24e3b160d9f4a15ef35114863177c81c,M,"[1975, 1995)",E,England,Greater London,82.8,1.53,BasicOther,Northern Hemisphere
279c7a77541bba29576c6fd1c2365e07322fdfd6c374c5b913727181117c0daf,F,"[1955, 1975)",S,England,East Midlands,75.3,1.71,Higher,Northern Hemisphere
b5604f86dc9e8cb7e4acda0d0000d2a699af0267aaf3015a321640f45c260e47,M,"[1975, 1995)",M,England,North West,58.0,1.53,BasicOther,Northern Hemisphere
a00ef07bb8ba42c03af50ae6424fe465e345d4ecd97a6ec53c355b2be48e3f81,F,"[1955, 1975)",W,England,Greater London,44.3,1.71,Higher,Northern Hemisphere
eaaaa33e20334b7612177bb91ba139a5d5d194dac146eb322a770eb54538d5f0,F,"[1995, 2015)",G,Other,Scotland,45.1,2.21,BasicOther,Northern Hemisphere
d952792bf8bed387e1e419cc68c1e199cb403acb9f10e3e85e618bc0f537d27a,M,"[1975, 1995)",PO,England,South East,39.6,2.04,Higher,Southern Hemisphere
f81e7eb7aec449702237342f2b99ea7154e85468db40660ebbcc0a6ade577506,F,"[1955, 1975)",KT,England,Greater London,96.6,1.32,BasicOther,Northern Hemisphere
21a4c06d5cc64f70d221f1bc0c52184490b9d098db29fb5dc3cdb130870005b7,M,"[1995, 2015)",SR,England,North East,37.0,1.58,BasicOther,Southern Hemisphere
17f763cd241cce1e261b4c89129d8fd2574b57f17eeb7716fed94a321d7728f7,F,"[1955, 1975)",NR,England,East of England,40.0,1.85,Higher,Northern Hemisphere
ac367fb052f76dc63be88c6dc91d3d42981ae6adb14bc0523a98191e7ba25fa3,M,"[1955, 1975)",L,England,North West,34.7,1.71,BasicOther,Northern Hemisphere
5c83f55e18c977a6517ef926c31ae047ea3c90d3184cd614c4701f99995f332e,M,"[1995, 2015)",DT,England,South West,99.5,2.1,BasicOther,Southern Hemisphere
553acc73fcfb1c5db75825d46fbdf2baa1796c2255b4961fc128b88a0892d5b9,M,"[1955, 1975)",RG,England,South East,82.2,2.0,BasicOther,Northern Hemisphere
8acae6eb329e052bb6d8b2ebd19322d3e8527e6590c332b1637e1ed9515d684c,F,"[1955, 1975)",PR,England,North West,46.6,1.74,Higher,Northern Hemisphere
d54bf7209c3ce0af6abe3fef3d9fe22af9cbe989c18c9193b19fbe6e84be9d65,F,"[1995, 2015)",FY,England,North West,78.0,1.45,BasicOther,Northern Hemisphere
8c1526c640d1afda5d706646b39f98cfffa704d7721dd1c4afb21c81c30b8a49,F,"[1955, 1975)",L,England,North West,88.0,1.8,Higher,Northern Hemisphere
976e819e830c4c7aecd87b133be97b3423634f91db8af8cf677fd4a582ccb790,F,"[1955, 1975)",L,England,North West,100.0,1.4,BasicOther,Southern Hemisphere
cd3ed987a9fdb8190223324418cc4e9c207cc1103a3def60abea7be0439dfbc5,F,"[1955, 1975)",M,England,North West,64.6,2.05,BasicOther,Northern Hemisphere
003b4603bacfd182d1e2f7da2e353b2b31b7b53e35aaf47b82dd610c2ea74da7,F,"[1995, 2015)",N,England,Greater London,90.0,1.45,BasicOther,Northern Hemisphere
ae92e9be5b4c24e74b9b612e6536d82d29b037cf5d04cbd03e0aebfb3dcee36a,F,"[1955, 1975)",SO,England,South East,64.2,1.79,Higher,Northern Hemisphere
13d54d05d4b02940b85d2c20c7944899bbb60bf7b8e82bfb4009edeea9be408c,F,"[1955, 1975)",IG,England,Greater London,94.2,1.07,BasicOther,Northern Hemisphere
fd40bc7acf358ff40ce3950c0cc44446b7b901a4a193169db3fc90f7e34fe6dd,F,"[1975, 1995)",GU,England,South East,76.7,1.24,BasicOther,Northern Hemisphere
6156c962cdb280b83a302faa30b2865caf9309ab9b1d53d58f0632f68495ed53,F,"[1975, 1995)",NR,England,East of England,56.0,1.72,BasicOther,Northern Hemisphere
9076f245e34358857108a470418d45d9c45c7b202e207b0dd8bb59e27b12e0a5,M,"[1975, 1995)",LE,England,East Midlands,60.4,1.5,Higher,Northern Hemisphere
adbf8f2a40ded80db4cc2f8e4145530bf907bbf01be8fc0d15ef8ec44d6fb702,M,"[1975, 1995)",L,England,North West,62.7,1.84,BasicOther,Northern Hemisphere
78daf2919a0b67be22822d0b1cb700867e4e3162d436c09419b479e9c9c17780,M,"[1955, 1975)",FK,Other,Scotland,43.5,1.94,BasicOther,Northern Hemisphere
8785f3cddd794f20397666abf5cd9cc5325f4e35be8f4c394bfe63b266c1852b,F,"[1995, 2015)",N,England,Greater London,90.5,1.7,Higher,Northern Hemisphere
fc0441c32e9bedc57ff7b1e96cc186816fdffc08dccaf3b4be748092aa8345e1,F,"[1975, 1995)",S,England,East Midlands,92.0,1.51,BasicOther,Southern Hemisphere
7dddcdb89a1e61153f6f19c4fb334feb26b9a73b0df794f05c16f75b2b77a76b,F,"[1955, 1975)",WC,England,Greater London,45.9,1.91,BasicOther,Northern Hemisphere
5e70bed1b3ee68a1bfab4b5631daf33609b5013a00c8d3519a3289f009c62565,F,"[1955, 1975)",YO,England,North East,44.4,1.26,BasicOther,Northern Hemisphere
641aec5282a846202ee1fe1fae9cbee3bdbe966cf9ef86966d99a4c6138401c3,M,"[1955, 1975)",W,England,Greater London,98.7,1.63,Higher,Southern Hemisphere
b65cffb3776b921bb8cfc1f828629da05d5ff5a4cf61d0df3d2416896301ab65,F,"[1995, 2015)",S,England,East Midlands,59.1,1.77,BasicOther,Northern Hemisphere
780e936eaa709e6c8c0600cc57d3e6173579f5c85433939e5cf95c75924ff037,F,"[1955, 1975)",W,England,Greater London,33.5,1.66,Higher,Northern Hemisphere
b3a42e977db58ba314bcdf1705070a1cc6b4dc07ce5244c22a0759a0f3ad41a5,F,"[1995, 2015)",W,England,Greater London,93.9,1.76,BasicOther,Northern Hemisphere
33a4576f97fec88e8dc38a0549fb8549e6330187543df9279daad65655031ba6,F,"[1975, 1995)",S,England,East Midlands,71.3,1.94,BasicOther,Northern Hemisphere
1494916d6497494b14c9cd57ef84bce8b7da47624bb89fd10d75c63daef4ea8f,M,"[1975, 1995)",LE,England,East Midlands,50.5,1.25,Higher,Southern Hemisphere
cd06d766f9c7aca85c97239b76656a22899fbeac71d44a0fddd4add16da2cc3a,F,"[1975, 1995)",LU,England,East of England,56.5,1.43,BasicOther,Northern Hemisphere
db6c5a1d4f616e30cd10bee4b7166e6b0935a8df6b3d3223ff121270f83b9c89,F,"[1975, 1995)",WA,England,North West,88.8,1.68,Higher,Northern Hemisphere
6a0f37f498d631413e2358529ea2cfebecf9c6d5165a9cb313b4031e8a04d7af,F,"[1955, 1975)",ST,England,West Midlands,88.6,1.99,BasicOther,Northern Hemisphere
acc1448d8003b13e210054df2379e80dd55a833e27df9c35006fa8f91508cba4,M,"[1975, 1995)",G,Other,Scotland,69.0,1.6,BasicOther,Northern Hemisphere
f1a0b26d4969767f3b09b5693ff64206f298fe6e03ae8c24beb089f18f58dc9e,M,"[1975, 1995)",B,England,West Midlands,60.5,1.66,Higher,Northern Hemisphere
5d76a03f9a07176d50822579c1406f5e2d62a5a709da5edbdb11b81a6eaedf45,M,"[1995, 2015)",W,England,Greater London,38.4,1.63,BasicOther,Northern Hemisphere
0df7a09e88bb0c9edbf8ab22e6495366d733f77c36b6db9ebd3804101df9bd12,F,"[1955, 1975)",S,England,East Midlands,92.1,1.67,BasicOther,Northern Hemisphere
39d112cc0297c4d8aa2150f5aafe3a1401e982d573802d911e161790d2964f67,F,"[1955, 1975)",TN,England,South East,93.7,1.93,BasicOther,Northern Hemisphere
edcb67fbd84470da4a0c092f1c94a98bdd2bf8ff6d67f01a7525571317404c70,F,"[1975, 1995)",TR,England,South West,82.3,1.53,BasicOther,Northern Hemisphere
6b9d4430dc5ce189334bf5c620eea0a813b4b60f889bd1b5d3611cc9a23f2206,M,"[1975, 1995)",S,England,East Midlands,72.9,2.04,Higher,Northern Hemisphere
76e7326fa73bb56da2d28c2204cbafd442f16fbcdec909a85ff03c7285604581,M,"[1955, 1975)",BS,England,South West,78.3,1.65,BasicOther,Northern Hemisphere
7d2a12811ffea46badf81e5981446f67c39c33a228716b51c5225807818239fe,F,"[1975, 1995)",M,England,North West,47.9,2.07,BasicOther,Southern Hemisphere
a9ca190a24adc6d79f9ea16418e10995c0434167f45e01453b639eccc874e0c4,F,"[1975, 1995)",EX,England,South West,59.3,1.31,BasicOther,Northern Hemisphere
fd21f9f4cd4bb11acf04ad784cdb65dd85ba69272a6d90095e6c13911874d599,M,"[1995, 2015)",RM,England,Greater London,86.2,1.81,BasicOther,Northern Hemisphere
10a66bc45b48db854cb1f88d4218f381073b6acc40909c358d3bd1681d1b728b,F,"[1975, 1995)",WS,England,West Midlands,56.1,1.44,BasicOther,Northern Hemisphere
1bf75b2da37d17a5e953404d6e1e41436be62e9ef1c74a1eb06a91620f152f9f,F,"[1975, 1995)",CW,England,North West,94.5,1.83,BasicOther,Northern Hemisphere
842d26533d2d8341d92f1e3040e314771c1e71652c7fce839ab928ae16bb3be6,F,"[1975, 1995)",B,England,West Midlands,52.3,1.93,Higher,Northern Hemisphere
61bbd4eeb286e0b3c9d4937f01e092ab94fa27a4f0b45655626eff4ec6aecea8,F,"[1995, 2015)",G,Other,Scotland,44.4,1.89,Higher,Southern Hemisphere
ef43d30a1d52655132809d9d2c74251885165eeb6937276d3d709ae31390302d,M,"[1975, 1995)",W,England,Greater London,87.4,1.49,Higher,Northern Hemisphere
89ab9dd4a6e2b3f7f75dd7f58ab6db2199f9db14e35981c691dc4235a831bb05,F,"[1995, 2015)",G,Other,Scotland,87.3,1.29,BasicOther,Northern Hemisphere
1ca33e4f4b9aaa0b2d36d3231e04bfd34fdda61ade7b471bed710280155fd195,M,"[1975, 1995)",TF,England,West Midlands,78.2,2.12,BasicOther,Northern Hemisphere
203f1da0c288b78af926b7ed25a2d3179f5eaaf91fdd70a46304610134c9ef18,F,"[1955, 1975)",B,England,West Midlands,75.7,1.68,Higher,Northern Hemisphere
cb20e28e221526cdb92b212a1c700e0990464bf2a189e9cee74f88359be8c4f2,F,"[1955, 1975)",W,England,Greater London,96.3,1.64,Higher,Northern Hemisphere
9d44457b6d9cf0a36018a9f33d32f7b0d59b9957ed5117fe83b516b3ccd8021d,M,"[1955, 1975)",TN,England,South East,76.7,1.86,Higher,Northern Hemisphere
e8bb748ad1eb41f1d44a9bc6d59c5f520f0b79c032653236a09333f85ff43eb1,M,"[1955, 1975)",E,England,Greater London,41.1,1.18,Higher,Northern Hemisphere
c7836a470276761560bda4defd50f45e34f006eaf3a4b08c67201ac3f3b9c2de,M,"[1975, 1995)",SR,England,North East,75.3,2.1,BasicOther,Northern Hemisphere
2e19ac515b856dbda0023ae1999f0326ea9fb88ccffcccf772cda25e0439824b,F,"[1975, 1995)",L,England,North West,60.1,1.44,BasicOther,Northern Hemisphere
8d8d1fbc11937356dec02ced87a8f952616399fe9a96e1c84f83b447d04e5a12,F,"[1955, 1975)",E,England,Greater London,49.3,1.14,Higher,Northern Hemisphere
790ffb5f67210b6f3fc2099431364cd769dd732cf8e6a7c04f42baff5a7622d1,M,"[1955, 1975)",HU,England,North East,65.5,1.24,BasicOther,Southern Hemisphere
ee1c5a07e98d8479df0f9ceb3f43e6657599ced66e56422b6b5adcfc39060087,F,"[1955, 1975)",M,England,North West,29.7,1.12,BasicOther,Northern Hemisphere
7c616cdb7c6090e40b62a1d868ac019b0d4ed090d916f5bb2fe39e09b9d4ba48,F,"[1955, 1975)",DG,Other,Scotland,75.5,1.08,Higher,Northern Hemisphere
13643e3f56a28254b7b5353122d3dfea9083ff31450f6dcc2dfa73020518071e,M,"[1955, 1975)",BL,England,North West,74.3,1.95,BasicOther,Northern Hemisphere
1373783749473c2e9b490a8557ec551c1998a308617906250ef70dd5f8f2293e,M,"[1955, 1975)",WS,England,West Midlands,59.8,1.84,Higher,Northern Hemisphere
72bc14a1d6fee517d9126782ec30ccf12b7383b3840a98c4dafbfbb6f8dcdbe7,M,"[1975, 1995)",ZE,Other,Scotland,98.0,1.21,BasicOther,Northern Hemisphere
625b27b50e4bcae51450404e220932b6fb5b3fd94dc7dc8ebaefcb10c064c84e,F,"[1955, 1975)",WR,England,West Midlands,40.0,1.77,Higher,Northern Hemisphere
f52c45a812246bb4e65fa7d7afa862accc07ead5a7825cc31678f2e361dd59b0,F,"[1995, 2015)",OL,England,North West,55.2,1.88,Higher,Northern Hemisphere
77cc7ee2396832fb0bdfd35c55bc209407da0ed395d5030d769ef298eb09502f,M,"[1955, 1975)",ML,Other,Scotland,96.0,1.44,Higher,Northern Hemisphere
f48c46298436598b7c39a7f1e0313e078c1ea37ae43a4fc5946e587a80cdc3b1,M,"[1975, 1995)",BT,Other,Northern Ireland,55.2,1.87,Higher,Northern Hemisphere
f9867ff168c3ef508c80c8695ba96b009f8eb7d7c84eecfee77c72a180960407,F,"[1975, 1995)",CV,England,West Midlands,70.2,1.56,BasicOther,Southern Hemisphere
6f6c7ef56fd7978ef01640bb8aa740f609379e0704abca1fc06215e745143518,M,"[1975, 1995)",LN,England,East Midlands,52.6,2.1,BasicOther,Southern Hemisphere
2c24095ab047e8db00f214607e04898f84e06eb560dfabd00da8c765f5ebacc8,M,"[1975, 1995)",IG,England,Greater London,74.4,2.08,BasicOther,Northern Hemisphere
2da5d03779357b7ba1c7c653aeb76c2972f25d844d958dd1102ec65da131996c,M,"[1975, 1995)",ME,England,South East,48.7,1.48,BasicOther,Northern Hemisphere
2e1e11d8d37999bb48b56c53b474a0c4929d2139ffa16e8a84b895cc958dc9f1,M,"[1975, 1995)",W,England,Greater London,57.4,1.84,Higher,Southern Hemisphere
292c6d0447848bdcf948d190592b26b98cf2c743fb87024c1cd449838ef08225,M,"[1975, 1995)",S,England,East Midlands,51.6,1.33,BasicOther,Northern Hemisphere
d5df06cddaf7f1e05d388836efb8d802c5f0c77e4afb72c2fea742d9ad965d0b,F,"[1955, 1975)",PA,Other,Scotland,75.3,1.98,BasicOther,Northern Hemisphere
d985da5f631a5de27253a44ab7c793ae3e4619205050535085509f4315d6a83b,M,"[1955, 1975)",PL,England,South West,100.8,1.78,Higher,Northern Hemisphere
afad1ef1f509d670e4fa1d60f1ea84f35f276ca43589721be0a66398c40a69bf,M,"[1975, 1995)",MK,England,South East,47.9,1.76,Higher,Northern Hemisphere
03990385346f9732d554570cd787e0b04ffce8cb6ffc174266a201330596439d,F,"[1955, 1975)",RM,England,Greater London,106.3,1.59,Higher,Northern Hemisphere
2e8234e5a613b77652e4fc9b6dafd7c99696948821053c0db3ac57abf9a7991f,F,"[1975, 1995)",E,England,Greater London,55.2,2.01,BasicOther,Northern Hemisphere
9e24dce452be480789b89f7ba1ed3ddc8a7b86c838683cb11490e1b4893b7c1c,F,"[1995, 2015)",PL,England,South West,101.6,1.12,BasicOther,Northern Hemisphere
025afa6cfb855d996aca9aba6947f39098b94cef25121fc2b2d552e29030c72f,F,"[1955, 1975)",G,Other,Scotland,97.3,2.12,BasicOther,Northern Hemisphere
4728abbd3185232fd1465f06e13014c907d0135eeb57632f3d125eb9ed700472,F,"[1955, 1975)",HU,England,North East,69.5,1.79,Higher,Southern Hemisphere
6f20c987955ae19ae2c64eac2fba2b68a495f389a5d6237d1fcae57ee10a9298,F,"[1975, 1995)",N,England,Greater London,76.3,1.56,BasicOther,Northern Hemisphere
e7f328c667c03e8070727d7e789de72cc78be5baada366549557b6f27992079b,M,"[1975, 1995)",N,England,Greater London,79.6,1.86,Higher,Northern Hemisphere
6eb93e15f4db0d81a060588f26841db7294ba3c56eee38f3e302dbee09c92cfe,M,"[1975, 1995)",L,England,North West,111.8,1.85,BasicOther,Southern Hemisphere
21f6ec58c02bca0deeb4abafada968f2cbe444692ecc40d171e4b9ee02a320e7,F,"[1955, 1975)",L,England,North West,41.2,1.7,BasicOther,Northern Hemisphere
5081af6a046999700ff9a0b0762127f745b0322d0d63226277566723dda5a9d4,M,"[1975, 1995)",L,England,North West,87.1,1.47,BasicOther,Northern Hemisphere
3e326ebf7806e1303b49f4168ff5cba55325b3404fa5eb19da7c6946100d58c9,M,"[1955, 1975)",W,England,Greater London,69.1,1.81,Higher,Northern Hemisphere
93d0154555366c603c79159b171aa847db293e78cfb3c7ff4b074e3b819cd7ed,F,"[1975, 1995)",IP,England,East of England,101.7,1.67,Higher,Northern Hemisphere
406292bfbf6efb9a5dc63f162a5e490460008932de65330dc91955d28fdc7f71,F,"[1975, 1995)",SO,England,South East,99.1,1.64,BasicOther,Northern Hemisphere
1bfd182418da3f4cffb5ea7d9ffe741eddf67ce3cc2a7c5eebe0b6c58e4cc914,M,"[1975, 1995)",E,England,Greater London,94.2,1.63,BasicOther,Northern Hemisphere
14c34a33e8740900b0be0b181a6aa7d8d1cec908e220e58f3c8a12200a6f262d,M,"[1975, 1995)",B,England,West Midlands,77.5,2.13,Higher,Northern Hemisphere
4eede988846eb734bf0421a4900df7259fd02192061bd36147907e2f80d03455,F,"[1955, 1975)",L,England,North West,73.0,1.6,Higher,Northern Hemisphere
f23748ee42bc08d1458aefcd9a348eefb0ab767b421adee3edeaa2328dbbae6b,F,"[1975, 1995)",L,England,North West,102.9,1.5,BasicOther,Northern Hemisphere
8ca3886506905622704eca23a0bfcae0bb2c1fbf5fa87babb68d25f0f930b43d,F,"[1955, 1975)",WD,England,Greater London,56.6,1.4,BasicOther,Northern Hemisphere
03857c785787328021ff2beaec27ad1ad595aa836b7b2784487ca9a587692af3,M,"[1955, 1975)",M,England,North West,61.2,1.49,BasicOther,Southern Hemisphere
9663d110a41aad03d28f22a1512d975fe325731141417b493741212d645b05aa,F,"[1955, 1975)",MK,England,South East,65.2,1.75,Higher,Northern Hemisphere
cbda3bb10fbb98581fb984e9655d2bbedc05b082e4c3f587c6ad477773bf0bc4,F,"[1955, 1975)",S,England,East Midlands,85.8,1.59,BasicOther,Southern Hemisphere
ce69f9941e8f3a7dd7252b1506146c12a294b02af57e3c707700c5127e7b7107,M,"[1995, 2015)",G,Other,Scotland,30.9,1.67,Higher,Southern Hemisphere
8680309aa5a15caed629714f3fa4aadedbed9d614b1f8b9c58c18aba989dc52b,F,"[1955, 1975)",N,England,Greater London,80.4,0.97,BasicOther,Southern Hemisphere
4fa975892d5e4a0a006bd8f76a78727cd52595fc62eb37ecd1f99bdc23da53e3,F,"[1955, 1975)",N,England,Greater London,69.2,1.76,BasicOther,Southern Hemisphere
8c16a225c334eb7ce2cf6430f4c5e385605d66206b8376ccbc1fc138eb5e76a9,M,"[1975, 1995)",SM,England,Greater London,63.1,2.18,Higher,Northern Hemisphere
c073a3b32989f54d6da0cd568a8577c209aec6da0b53273ad0314888e31f04e5,F,"[1995, 2015)",N,England,Greater London,93.9,1.43,Higher,Northern Hemisphere
57eee7500933ff7adcd68aa658e736f4928bc5ea1b69595f53857f63074f3758,M,"[1955, 1975)",ZE,Other,Scotland,40.0,1.93,Higher,Northern Hemisphere
52422ad0e509f69944f052a77209bcec5030ec901c6e4e21bafdb9f992bb0e46,F,"[1975, 1995)",DG,Other,Scotland,80.8,1.3,BasicOther,Southern Hemisphere
b8b3666f6ecb4fe07c36353e02e7aa2971a485d1afd48a6e5f8eb1c541a362aa,M,"[1975, 1995)",PH,Other,Scotland,54.7,2.14,BasicOther,Northern Hemisphere
babd387b3667c220f1625fde0102022f6c58189545ad0e5ab3d79b300b9201ee,M,"[1975, 1995)",DA,England,Greater London,75.3,1.03,Higher,Northern Hemisphere
cd58cb30f63609bba61965df9ad91939421deaac8f650a62de2988edee66b8c2,F,"[1975, 1995)",G,Other,Scotland,85.3,1.63,Higher,Southern Hemisphere
3f982cb10dcd77ab36a94d6912648e59847562f18690709cbad052b836e4394a,M,"[1975, 1995)",AB,Other,Scotland,83.1,1.52,BasicOther,Southern Hemisphere
9c87420fe4654039ca5f179366641187167aa44d3c9c31ed8f1129ed946a5255,F,"[1975, 1995)",EN,England,Greater London,84.7,0.87,Higher,Northern Hemisphere
aaa97596c6a18d2543d74fafee05e20399d1ec736575d990bdbe3df4e15c3396,M,"[1955, 1975)",DD,Other,Scotland,83.0,1.93,Higher,Southern Hemisphere
819f9080dbdaba888cf706f64a03d9de21bdd06789afbeec15d82130aea9c17b,F,"[1975, 1995)",BN,England,South East,99.1,1.52,Higher,Northern Hemisphere
949ce7c69ac4b41ce19f184bb95077a004e9eae99b027eba4d594d85785fb56d,M,"[1975, 1995)",CA,England,North West,60.5,1.82,BasicOther,Northern Hemisphere
a1728fc4578de07dd22516541c56b9b3ad73aba80d5ed6106cfa5170cd535527,F,"[1955, 1975)",GU,England,South East,58.6,1.83,BasicOther,Northern Hemisphere
7eec85dd7283dc84fc499de76167b566e5846944749ccc8d1aa50f5fd2a312fd,M,"[1975, 1995)",TN,England,South East,63.2,1.62,Higher,Northern Hemisphere
cb88118deb370ae59546d45e666071dfe83696eb75f14b8d74ea458c6eb158a9,M,"[1995, 2015)",NR,England,East of England,51.6,1.62,BasicOther,Northern Hemisphere
f875c4019374b89ce9009bc8c73ae71138eb28f938e70ea25b19e35da4c6dd14,F,"[1955, 1975)",FY,England,North West,42.8,1.46,Higher,Southern Hemisphere
e5d06c5d292f20dfdf15ed5d21dbff55d89a7e9b718ef65ed058b2973795bf55,M,"[1995, 2015)",M,England,North West,55.8,1.17,Higher,Northern Hemisphere
d09b2f9118553d8f70907b62f97e02876389c3c6ef63bf4c2efa71dfdfafcb8d,M,"[1955, 1975)",BS,England,South West,54.3,1.44,BasicOther,Northern Hemisphere
7e3f370bca4943587fb81e1e255e0ffe1e768a07beb6ea7f95c6b072d314d9d9,M,"[1975, 1995)",HX,England,North West,57.7,1.77,Higher,Northern Hemisphere
e82881b119b8594711a3b7927e59c4eacea01bb0bad9528d52468c9e863861bd,F,"[1975, 1995)",W,England,Greater London,87.9,1.45,Higher,Northern Hemisphere
8b8d64d2d68874a2d14a7e9732e759e1c0df3610485dca8279e93bcd04fab85b,M,"[1955, 1975)",B,England,West Midlands,51.9,1.67,BasicOther,Northern Hemisphere
5c985ea32bf453555f9a77a2799db320d8c72e24fc6ab3a65e11c9f5b43a7472,M,"[1955, 1975)",BH,England,South West,48.0,1.99,BasicOther,Northern Hemisphere
920b77693a061d1f245d8e5ca9e3152ddabce08bf574344083b371040e32aae7,M,"[1955, 1975)",OX,England,South East,41.9,1.79,Higher,Southern Hemisphere
040a24aaaa4907da5a42b35ab18fd2c130244048bc1af87c2967479a72b29e61,F,"[1975, 1995)",SE,England,Greater London,103.6,1.75,BasicOther,Northern Hemisphere
57cfb2d6c1fc661e801e41490321ce829283ea5a24c0e34e368ce86ca69c43fe,F,"[1975, 1995)",WV,England,West Midlands,57.3,1.77,Higher,Northern Hemisphere
f772bb88da20442b07e9382840e8095576dcc75fc2e7d7f87f93287d79b11409,M,"[1955, 1975)",G,Other,Scotland,92.3,1.63,BasicOther,Northern Hemisphere
21b3ce1ca43fd7a7987509fe3fb92c59fd25eaef67e90277013426f95b606a0e,M,"[1955, 1975)",DH,England,North East,61.2,1.82,BasicOther,Southern Hemisphere
